日期,代號,名稱,訊號,未來訊號,評等,收盤,PER,PE位階,PBR位階,含金量
2026-07-07,5278,尚凡*,⚠️便宜陷阱(動態惡化),,D,24.6,25.36,95,3,1.01
2026-07-07,2891,中信金,,,金融🏦,70.2,17.21,95,100,
2026-07-07,2883,凱基金,,,金融🏦,30.1,17.3,95,100,
2026-07-07,3044,健鼎,,,A,475.5,23.1,96,100,1.13
2026-07-07,6683,雍智科技,,,D,1660.0,92.79,96,97,1.45
2026-07-07,7556,意德士,,,B,282.0,36.72,96,96,0.63
2026-07-07,3587,閎康,,,D,290.0,38.31,96,81,3.9
2026-07-07,3265,台星科,,,C,173.5,30.44,96,100,1.67
2026-07-07,8016,矽創,,,D,352.0,22.28,97,68,1.55
2026-07-07,2345,智邦,,,A,2455.0,46.43,97,99,0.92
2026-07-07,2330,台積電,,,A,2440.0,32.8,97,100,1.22
2026-07-07,6274,台燿,,,B,1575.0,112.02,98,100,-0.38
2026-07-07,2383,台光電,,,A,5220.0,112.14,98,4,0.76
2026-07-07,6449,鈺邦,,,A,308.5,38.81,98,72,1.24
2026-07-07,1560,中砂,,,A,700.0,68.23,98,99,1.27
2026-07-07,2850,新產,,,金融🏦,145.5,11.85,99,99,0.64
2026-07-07,3008,大立光,,,C,3890.0,24.66,99,89,1.21
2026-07-07,3711,日月光投控,,,B,651.0,59.94,99,100,3.26
2026-07-07,6223,旺矽,,,A,6310.0,164.58,99,100,0.63
2026-07-07,6612,奈米醫材,⚠️便宜陷阱,,D,79.0,92.94,99,4,-1.67
2026-07-07,6257,矽格,,,B,242.0,36.23,100,100,1.81
2026-07-07,6525,捷敏-KY,,,B,221.0,36.41,100,100,1.71
2026-07-07,2890,永豐金,,,金融🏦,41.1,20.86,100,100,
2026-07-07,2059,川湖,,,A,8260.0,72.8,100,100,1.1
2026-07-07,2885,元大金,,,金融🏦,69.8,25.47,100,100,
2026-07-07,6451,訊芯-KY,,,D,525.0,2019.23,100,100,7.24
2026-07-08,6741,91APP*-KY,⚠️便宜陷阱,🔵未來低位,B,60.1,13.63,0,3,0.96
2026-07-08,6803,崑鼎,⚠️便宜陷阱,🔵未來低位,D,273.5,14.82,0,67,-0.87
2026-07-08,9917,中保科,✅B級買點,🔵未來低位,B,105.5,15.56,1,13,1.3
2026-07-08,6690,安碁資訊,✅B級買點,🔵未來低位,B,166.5,15.68,2,15,4.03
2026-07-08,2752,豆府,✅B級買點,🔵未來低位,B,178.0,11.65,2,19,1.83
2026-07-08,8462,柏文,⚠️便宜陷阱(動態惡化),,C,156.0,16.67,5,1,3.22
2026-07-08,1268,漢來美食,⭐A級買點,🔵未來低位,A,169.0,14.57,5,26,2.54
2026-07-08,8341,日友,⚠️便宜陷阱(動態惡化),,C,76.9,16.36,6,10,1.95
2026-07-08,5203,訊連,⚠️便宜陷阱,,D,68.4,18.59,7,4,-2.09
2026-07-08,6469,大樹,🔄循環買點(PBR),,C,76.9,19.67,7,14,2.05
2026-07-08,3130,一零四,⚠️便宜陷阱,🔵未來低位,C,220.5,14.62,8,18,1.55
2026-07-08,9911,櫻花,⚠️便宜陷阱,🔵未來低位,B,83.3,13.04,9,2,0.94
2026-07-08,2884,玉山金,🏦金融(看PBR/殖利率),,金融🏦,34.8,16.39,10,88,
2026-07-08,3687,歐買尬,⚠️便宜陷阱,,C,77.7,17.54,11,8,0.53
2026-07-08,2912,統一超,⚠️便宜陷阱(動態惡化),🔵未來低位,C,241.0,21.99,11,1,2.85
2026-07-08,1736,喬山,⭐A級買點,🔵未來低位,A,132.0,16.02,12,0,1.09
2026-07-08,3013,晟銘電,,,C,105.5,23.14,12,71,0.68
2026-07-08,5269,祥碩,⚠️便宜陷阱,🔵未來低位,C,1525.0,18.79,14,8,0.9
2026-07-08,2753,八方雲集,⭐A級買點,🔵未來低位,A,179.0,13.28,20,62,1.93
2026-07-08,8926,台汽電,,🔵未來低位,B,77.7,19.04,24,100,1.15
2026-07-08,4129,聯合,,🔵未來低位,A,93.0,19.54,25,59,2.1
2026-07-08,6279,胡連,,🔵未來低位,D,124.0,13.18,26,7,0.87
2026-07-08,4904,遠傳,,🔵未來低位,B,93.2,23.59,26,90,2.4
2026-07-08,5607,遠雄港,,,C,51.2,15.8,27,52,1.91
2026-07-08,6752,叡揚,,,C,99.7,13.15,28,42,-0.08
2026-07-08,6721,信實,,,A,54.7,11.49,32,6,0.87
2026-07-08,6505,台塑化,🔄循環買點(PBR),,C,59.4,21.29,33,15,1.85
2026-07-08,4953,緯軟,,,D,125.5,13.55,38,27,0.53
2026-07-08,2727,王品,,,B,241.5,14.51,38,87,2.56
2026-07-08,6005,群益證,,,金融🏦,36.2,10.13,39,100,-1.41
2026-07-08,4772,台特化,,🔵未來低位,C,274.5,56.71,40,51,1.36
2026-07-08,2947,振宇五金,,,D,69.0,23.23,42,23,4.84
2026-07-08,3019,亞光,,,C,145.0,21.14,44,93,0.97
2026-07-08,8284,三竹,,,D,61.2,13.39,46,28,0.75
2026-07-08,2363,矽統,,,C,67.0,39.41,48,77,0.6
2026-07-08,2357,華碩,,,D,687.0,12.28,51,97,-0.64
2026-07-08,2376,技嘉,⚠️便宜陷阱,,D,335.0,15.65,51,6,-1.14
2026-07-08,2453,凌群,,,B,56.7,18.06,52,1,0.9
2026-07-08,6712,長聖,🔄循環買點(PBR),,C,183.0,34.72,53,2,1.16
2026-07-08,1513,中興電,,,A,171.5,20.84,55,80,2.74
2026-07-08,3702,大聯大,,,D,105.5,13.29,55,98,-0.89
2026-07-08,3029,零壹,,,A,103.5,15.24,57,74,1.31
2026-07-08,4114,健喬,,,C,33.5,20.84,58,39,0.76
2026-07-08,6791,虎門科技,,,D,110.5,22.64,58,59,0.21
2026-07-08,6442,光聖,,,A,1485.0,54.92,59,95,1.02
2026-07-08,3324,雙鴻,,,A,925.0,26.32,59,80,-0.08
2026-07-08,5903,全家,⚠️便宜陷阱(動態惡化),,D,189.0,27.16,60,18,6.49
2026-07-08,3293,鈊象,,,B,748.0,18.53,60,90,1.08
2026-07-08,3036,文曄,,,C,210.5,14.52,60,94,-0.2
2026-07-08,6446,藥華藥,,,B,1530.0,94.1,60,73,1.0
2026-07-08,3162,精確,,,B,83.6,68.52,61,75,5.72
2026-07-08,2755,揚秦,,,A,139.5,19.93,62,73,1.52
2026-07-08,2851,中再保,,,金融🏦,38.4,10.48,64,99,2.22
2026-07-08,5904,寶雅,,,A,717.0,22.8,64,68,1.91
2026-07-08,2889,國票金,,,金融🏦,15.7,24.92,66,56,
2026-07-08,2640,大車隊,,,A,156.5,16.97,67,96,1.34
2026-07-08,4116,明基醫,,,C,38.4,25.07,68,40,2.0
2026-07-08,9942,茂順,,,B,119.5,14.56,69,27,1.47
2026-07-08,4977,眾達-KY,,,D,153.5,33.3,71,94,-0.65
2026-07-08,6776,展碁國際,,,D,55.3,12.77,72,50,-2.58
2026-07-08,1519,華城,,,A,740.0,50.86,74,91,1.12
2026-07-08,2882,國泰金,,,金融🏦,98.0,13.88,75,100,
2026-07-08,5312,寶島科,,,C,89.2,15.14,75,42,2.38
2026-07-08,2812,台中銀,,,金融🏦,20.6,13.46,76,79,
2026-07-08,2353,宏碁,,,D,32.3,24.47,76,58,-2.99
2026-07-08,3406,玉晶光,,,B,612.0,18.55,77,70,2.02
2026-07-08,6112,邁達特,,,D,44.6,26.39,77,63,-3.06
2026-07-08,6739,竹陞科技,,,B,1110.0,57.84,78,91,1.15
2026-07-08,2855,統一證,,,金融🏦,50.4,16.8,80,100,-1.14
2026-07-08,3450,聯鈞,,,C,510.0,151.79,80,100,1.73
2026-07-08,3017,奇鋐,,,A,2325.0,38.08,80,2,1.81
2026-07-08,3081,聯亞,,,B,2095.0,274.21,81,98,1.13
2026-07-08,2881,富邦金,,,金融🏦,126.0,15.05,81,100,
2026-07-08,8210,勤誠,,,A,1195.0,34.92,81,98,0.84
2026-07-08,2480,敦陽科,,,B,159.5,19.01,84,92,1.33
2026-07-08,3189,景碩,,,C,755.0,185.5,84,100,2.56
2026-07-08,4979,華星光,,,B,434.5,78.57,85,98,1.07
2026-07-08,2937,集雅社,,,D,48.7,12.78,85,98,0.11
2026-07-08,3004,豐達科,,,D,145.5,25.17,85,39,0.04
2026-07-08,6788,華景電,,,A,408.0,22.07,85,97,1.09
2026-07-08,2402,毅嘉,,,A,65.6,33.47,87,99,1.15
2026-07-08,2887,台新新光金,,,金融🏦,35.9,18.77,89,100,
2026-07-08,5274,信驊,,,A,13975.0,118.56,89,100,1.07
2026-07-08,1504,東元,,,D,68.6,28.7,89,91,0.7
2026-07-08,3551,世禾,,,D,202.0,23.25,90,93,-0.79
2026-07-08,3363,上詮,,,D,902.0,5637.5,90,88,0.97
2026-07-08,3583,辛耘,,,A,785.0,42.62,90,53,1.83
2026-07-08,6138,茂達,,,A,375.0,26.56,91,100,1.21
2026-07-08,3163,波若威,,,C,777.0,89.93,92,96,0.01
2026-07-08,2379,瑞昱,,,C,817.0,29.25,92,100,1.5
2026-07-08,2455,全新,,,D,335.0,105.68,92,99,1.29
2026-07-08,8996,高力,,,A,1320.0,93.22,92,100,1.08
2026-07-08,5493,三聯,,,D,89.0,21.6,92,91,1.03
2026-07-08,3653,健策,,,A,3200.0,87.19,93,99,0.92
2026-07-08,5278,尚凡*,⚠️便宜陷阱(動態惡化),,D,24.4,25.15,94,3,1.01
2026-07-08,2880,華南金,,,金融🏦,39.7,20.89,94,99,
2026-07-08,2368,金像電,,,A,1150.0,50.66,94,99,0.62
2026-07-08,2049,上銀,,,D,340.0,74.24,94,68,3.06
2026-07-08,2313,華通,,,A,224.0,39.51,94,99,1.62
2026-07-08,2360,致茂,,,A,1855.0,58.39,94,99,0.31
2026-07-08,3481,群創,,,D,65.2,592.73,94,100,21.3
2026-07-08,2308,台達電,,,A,1885.0,69.53,94,98,1.28
2026-07-08,2891,中信金,,,金融🏦,71.3,17.48,95,100,
2026-07-08,6515,穎崴,,,A,7705.0,156.41,95,98,0.63
2026-07-08,3265,台星科,,,C,168.5,29.56,95,100,1.67
2026-07-08,3715,定穎投控,,,D,151.5,151.5,95,97,-1.6
2026-07-08,2883,凱基金,,,金融🏦,30.7,17.64,95,100,
2026-07-08,6683,雍智科技,,,D,1665.0,93.07,96,97,1.45
2026-07-08,7556,意德士,,,B,282.0,36.72,96,96,0.63
2026-07-08,2645,長榮航太,,,B,235.5,35.95,96,96,1.37
2026-07-08,3587,閎康,,,D,287.0,37.91,96,81,3.9
2026-07-08,3044,健鼎,,,A,472.0,22.93,96,100,1.13
2026-07-08,8016,矽創,,,D,352.0,22.28,97,68,1.55
2026-07-08,2345,智邦,,,A,2415.0,45.67,97,99,0.92
2026-07-08,6449,鈺邦,,,A,320.0,40.25,98,72,1.24
2026-07-08,1560,中砂,,,A,698.0,68.03,98,99,1.27
2026-07-08,2330,台積電,,,A,2465.0,33.14,98,100,1.22
2026-07-08,2383,台光電,,,A,5315.0,114.18,99,4,0.76
2026-07-08,6612,奈米醫材,⚠️便宜陷阱,,D,76.1,89.53,99,4,-1.67
2026-07-08,3711,日月光投控,,,B,625.0,57.55,99,100,3.26
2026-07-08,3008,大立光,,,C,3950.0,25.04,99,89,1.21
2026-07-08,6274,台燿,,,B,1645.0,117.0,99,100,-0.38
2026-07-08,6223,旺矽,,,A,6460.0,168.49,99,100,0.63
2026-07-08,2059,川湖,,,A,8095.0,71.35,100,100,1.1
2026-07-08,6257,矽格,,,B,244.5,36.6,100,100,1.81
2026-07-08,6525,捷敏-KY,,,B,199.0,32.78,100,100,1.71
2026-07-08,2850,新產,,,金融🏦,146.0,11.89,100,99,0.64
2026-07-08,2890,永豐金,,,金融🏦,41.9,21.27,100,100,
2026-07-08,2885,元大金,,,金融🏦,71.5,26.09,100,100,
2026-07-08,6451,訊芯-KY,,,D,525.0,2019.23,100,100,7.24
2026-07-09,6741,91APP*-KY,⚠️便宜陷阱,🔵未來低位,B,60.0,13.61,0,3,0.96
2026-07-09,3004,豐達科,,,D,51.0,8.82,0,39,0.04
2026-07-09,2890,永豐金,🏦金融(看PBR/殖利率),🔵未來低位,金融🏦,9.5,4.84,0,100,
2026-07-09,6803,崑鼎,⚠️便宜陷阱,🔵未來低位,D,274.0,14.84,0,67,-0.87
2026-07-09,3583,辛耘,⭐A級買點,🔵未來低位,A,81.5,4.42,0,53,1.83
2026-07-09,2453,凌群,⚠️便宜陷阱,🔵未來低位,B,13.8,4.41,0,1,0.9
2026-07-09,3017,奇鋐,⭐A級買點,🔵未來低位,A,31.9,0.52,0,2,1.81
2026-07-09,2376,技嘉,⚠️便宜陷阱,,D,52.1,2.43,0,6,-1.14
2026-07-09,2480,敦陽科,✅B級買點,🔵未來低位,B,34.8,4.15,0,92,1.33
2026-07-09,2308,台達電,⭐A級買點,🔵未來低位,A,136.0,5.02,0,98,1.28
2026-07-09,9917,中保科,✅B級買點,🔵未來低位,B,90.9,13.41,0,13,1.3
2026-07-09,2402,毅嘉,⭐A級買點,🔵未來低位,A,16.1,8.24,0,99,1.15
2026-07-09,2345,智邦,⚠️便宜陷阱,🔵未來低位,A,99.1,1.87,0,99,0.92
2026-07-09,6257,矽格,,,B,32.2,4.83,0,100,1.81
2026-07-09,5607,遠雄港,,,C,16.9,5.2,0,52,1.91
2026-07-09,8210,勤誠,⚠️便宜陷阱,🔵未來低位,A,42.3,1.24,0,98,0.84
2026-07-09,3036,文曄,,,C,46.7,3.22,0,94,-0.2
2026-07-09,3029,零壹,⭐A級買點,🔵未來低位,A,18.8,2.77,0,74,1.31
2026-07-09,2368,金像電,⚠️便宜陷阱,🔵未來低位,A,10.4,0.46,0,99,0.62
2026-07-09,2059,川湖,,,A,394.5,3.48,0,100,1.1
2026-07-09,2383,台光電,⚠️便宜陷阱,🔵未來低位,A,94.5,2.03,0,4,0.76
2026-07-09,6449,鈺邦,⭐A級買點,🔵未來低位,A,51.5,6.48,0,72,1.24
2026-07-09,2850,新產,🏦金融(看PBR/殖利率),🔵未來低位,金融🏦,28.7,2.34,0,99,0.64
2026-07-09,2887,台新新光金,🏦金融(看PBR/殖利率),,金融🏦,13.7,7.17,0,100,
2026-07-09,2812,台中銀,🏦金融(看PBR/殖利率),🔵未來低位,金融🏦,9.9,6.47,0,79,
2026-07-09,2330,台積電,⭐A級買點,🔵未來低位,A,227.0,3.05,0,100,1.22
2026-07-09,1736,喬山,⭐A級買點,🔵未來低位,A,36.0,4.37,0,0,1.09
2026-07-09,2880,華南金,🏦金融(看PBR/殖利率),🔵未來低位,金融🏦,16.6,8.74,0,99,
2026-07-09,9911,櫻花,⚠️便宜陷阱,🔵未來低位,B,37.0,5.8,0,2,0.94
2026-07-09,3130,一零四,⚠️便宜陷阱,🔵未來低位,C,161.5,10.71,0,18,1.55
2026-07-09,1513,中興電,,,A,21.6,2.62,0,80,2.74
2026-07-09,3653,健策,⚠️便宜陷阱,🔵未來低位,A,68.7,1.87,0,99,0.92
2026-07-09,6442,光聖,,,A,41.3,1.53,0,95,1.02
2026-07-09,1560,中砂,,,A,81.0,7.89,0,99,1.27
2026-07-09,2379,瑞昱,,,C,104.5,3.74,0,100,1.5
2026-07-09,3406,玉晶光,✅B級買點,🔵未來低位,B,299.0,9.06,0,70,2.02
2026-07-09,2360,致茂,,,A,157.5,4.96,0,99,0.31
2026-07-09,2727,王品,,,B,131.0,7.87,0,87,2.56
2026-07-09,3013,晟銘電,,,C,21.8,4.78,0,71,0.68
2026-07-09,4904,遠傳,✅B級買點,🔵未來低位,B,72.5,18.35,0,90,2.4
2026-07-09,3702,大聯大,,,D,38.9,4.9,0,98,-0.89
2026-07-09,6005,群益證,🏦金融(看PBR/殖利率),,金融🏦,11.5,3.21,0,100,-1.41
2026-07-09,2855,統一證,🏦金融(看PBR/殖利率),,金融🏦,14.2,4.73,0,100,-1.14
2026-07-09,2851,中再保,🏦金融(看PBR/殖利率),,金融🏦,17.4,4.74,0,99,2.22
2026-07-09,2885,元大金,🏦金融(看PBR/殖利率),,金融🏦,13.7,5.0,0,100,
2026-07-09,8926,台汽電,✅B級買點,🔵未來低位,B,26.9,6.61,0,100,1.15
2026-07-09,1504,東元,,,D,28.0,11.72,0,91,0.7
2026-07-09,8996,高力,⭐A級買點,🔵未來低位,A,38.9,2.75,0,100,1.08
2026-07-09,2363,矽統,⚠️便宜陷阱,🔵未來低位,C,9.1,5.33,0,77,0.6
2026-07-09,2884,玉山金,🏦金融(看PBR/殖利率),,金融🏦,18.8,8.87,0,88,
2026-07-09,5269,祥碩,⚠️便宜陷阱,🔵未來低位,C,363.0,4.47,0,8,0.9
2026-07-09,2891,中信金,🏦金融(看PBR/殖利率),,金融🏦,20.6,5.05,0,100,
2026-07-09,1519,華城,⭐A級買點,🔵未來低位,A,19.3,1.33,0,91,1.12
2026-07-09,3044,健鼎,⭐A級買點,🔵未來低位,A,95.3,4.63,0,100,1.13
2026-07-09,2883,凱基金,🏦金融(看PBR/殖利率),,金融🏦,9.8,5.65,1,100,
2026-07-09,9942,茂順,,,B,89.0,10.84,1,27,1.47
2026-07-09,2357,華碩,,,D,270.0,4.82,1,97,-0.64
2026-07-09,2752,豆府,✅B級買點,🔵未來低位,B,178.0,11.65,2,19,1.83
2026-07-09,1268,漢來美食,⭐A級買點,🔵未來低位,A,165.5,14.27,2,26,2.54
2026-07-09,6690,安碁資訊,✅B級買點,🔵未來低位,B,166.5,15.68,2,15,4.03
2026-07-09,5203,訊連,⚠️便宜陷阱,,D,66.0,17.93,5,4,-2.09
2026-07-09,8462,柏文,⚠️便宜陷阱(動態惡化),,C,159.0,16.99,6,1,3.22
2026-07-09,6469,大樹,🔄循環買點(PBR),,C,78.0,19.95,8,14,2.05
2026-07-09,2313,華通,,,A,43.3,7.64,9,99,1.62
2026-07-09,3687,歐買尬,⚠️便宜陷阱,,C,77.5,17.49,11,8,0.53
2026-07-09,8016,矽創,⚠️便宜陷阱(動態惡化),,D,79.5,5.03,14,68,1.55
2026-07-09,3019,亞光,,,C,105.5,15.38,17,93,0.97
2026-07-09,2753,八方雲集,⭐A級買點,🔵未來低位,A,176.0,13.06,20,62,1.93
2026-07-09,2881,富邦金,,,金融🏦,50.6,6.05,21,100,
2026-07-09,3189,景碩,,,C,55.3,13.59,23,100,2.56
2026-07-09,6279,胡連,,🔵未來低位,D,122.5,13.02,24,7,0.87
2026-07-09,2889,國票金,,,金融🏦,9.3,14.76,24,56,
2026-07-09,4129,聯合,,🔵未來低位,A,92.2,19.37,24,59,2.1
2026-07-09,6752,叡揚,,,C,100.5,13.26,29,42,-0.08
2026-07-09,2882,國泰金,,,金融🏦,53.4,7.56,30,100,
2026-07-09,2455,全新,,,D,104.0,32.81,32,99,1.29
2026-07-09,6721,信實,,,A,54.6,11.47,32,6,0.87
2026-07-09,2912,統一超,,,C,283.0,25.82,32,1,2.85
2026-07-09,2353,宏碁,,,D,20.3,15.38,35,58,-2.99
2026-07-09,4772,台特化,,🔵未來低位,C,270.5,55.89,38,51,1.36
2026-07-09,6525,捷敏-KY,,,B,78.5,12.93,38,100,1.71
2026-07-09,2947,振宇五金,,,D,69.0,23.23,42,23,4.84
2026-07-09,6112,邁達特,,,D,29.2,17.28,43,63,-3.06
2026-07-09,4953,緯軟,,,D,127.5,13.77,44,27,0.53
2026-07-09,8284,三竹,,,D,61.2,13.39,46,28,0.75
2026-07-09,3450,聯鈞,,,C,126.0,37.5,48,100,1.73
2026-07-09,6712,長聖,🔄循環買點(PBR),,C,175.5,33.3,49,2,1.16
2026-07-09,6505,台塑化,🔄循環買點(PBR),,C,115.0,41.22,54,15,1.85
2026-07-09,6791,虎門科技,,,D,108.5,22.23,56,59,0.21
2026-07-09,4114,健喬,,,C,33.4,20.71,56,39,0.76
2026-07-09,3162,精確,,,B,81.8,67.05,57,75,5.72
2026-07-09,3324,雙鴻,,,A,920.0,26.17,58,80,-0.08
2026-07-09,6446,藥華藥,,,B,1285.0,79.03,58,73,1.0
2026-07-09,2755,揚秦,,,A,138.0,19.71,59,73,1.52
2026-07-09,3293,鈊象,,,B,744.0,18.43,59,90,1.08
2026-07-09,5903,全家,⚠️便宜陷阱(動態惡化),,D,189.0,27.16,60,18,6.49
2026-07-09,4977,眾達-KY,,,D,119.5,25.92,62,94,-0.65
2026-07-09,5904,寶雅,,,A,720.0,22.89,65,68,1.91
2026-07-09,4116,明基醫,,,C,37.9,24.77,66,40,2.0
2026-07-09,2640,大車隊,,,A,158.0,17.14,71,96,1.34
2026-07-09,5312,寶島科,,,C,88.7,15.06,73,42,2.38
2026-07-09,6776,展碁國際,,,D,55.7,12.86,75,50,-2.58
2026-07-09,6739,竹陞科技,,,B,1055.0,54.98,75,91,1.15
2026-07-09,3081,聯亞,,,B,2005.0,262.43,79,98,1.13
2026-07-09,2937,集雅社,,,D,48.0,12.59,79,98,0.11
2026-07-09,6788,華景電,,,A,403.5,21.82,84,97,1.09
2026-07-09,4979,華星光,,,B,432.5,78.21,85,98,1.07
2026-07-09,3481,群創,,,D,12.4,113.18,86,100,21.3
2026-07-09,5274,信驊,,,A,13665.0,115.93,87,100,1.07
2026-07-09,3363,上詮,,,D,902.0,5637.5,90,88,0.97
2026-07-09,6138,茂達,,,A,376.0,26.63,91,100,1.21
2026-07-09,3163,波若威,,,C,746.0,86.34,91,96,0.01
2026-07-09,2049,上銀,,,D,311.0,67.9,91,68,3.06
2026-07-09,5493,三聯,,,D,88.8,21.55,92,91,1.03
2026-07-09,3551,世禾,,,D,203.5,23.42,92,93,-0.79
2026-07-09,5278,尚凡*,⚠️便宜陷阱(動態惡化),,D,24.1,24.9,93,3,1.01
2026-07-09,7556,意德士,,,B,260.0,33.85,93,96,0.63
2026-07-09,3715,定穎投控,,,D,151.0,151.0,95,97,-1.6
2026-07-09,6515,穎崴,,,A,7765.0,157.63,95,98,0.63
2026-07-09,2645,長榮航太,,,B,240.0,36.64,96,96,1.37
2026-07-09,3587,閎康,,,D,290.0,38.31,96,81,3.9
2026-07-09,3265,台星科,,,C,173.5,30.44,96,100,1.67
2026-07-09,6683,雍智科技,,,D,1725.0,96.42,97,97,1.45
2026-07-09,6612,奈米醫材,⚠️便宜陷阱,,D,74.3,87.41,98,4,-1.67
2026-07-09,6274,台燿,,,B,1570.0,111.66,98,100,-0.38
2026-07-09,3008,大立光,,,C,4305.0,27.29,99,89,1.21
2026-07-09,6223,旺矽,,,A,7080.0,184.66,100,100,0.63
2026-07-09,6451,訊芯-KY,,,D,525.0,2019.23,100,100,7.24
2026-07-09,8341,日友,⚠️便宜陷阱(動態惡化),,C,237.5,50.53,100,10,1.95
2026-07-09,3711,日月光投控,,,B,677.0,62.34,100,100,3.26
